,State_abv,City,CH_Latitude,CH_Longitude,State
0,AL,Montgomery,32.367916,-86.267021,Alabama
1,GA,Atlanta,33.745843,-84.398837,Georgia
2,GA,Atlanta,33.821911,-84.367461,Georgia
3,GA,Atlanta,33.760256,-84.543822,Georgia
4,TX,Houston,29.779918,-95.435385,Texas
5,AR,Fort Smith,35.362213,-94.375338,Arkansas
6,MA,East Boston,42.37470554648246,-71.02654860574343,Massachusetts
7,MA,Everett,42.393167,-71.064352,Massachusetts
8,NY,Brooklyn,40.718037,-73.932309,New York
9,NY,Brooklyn,40.64554,-73.918344,New York
10,NY,New York,40.752903,-74.005831,New York
11,NY,New York,40.729175,-73.97331,New York
12,NY,Bronx,40.8441883,-73.8615724,New York
13,NY,Rye,40.979001,-73.693048,New York
14,NY,Queens,40.769623,-73.843069,New York
15,IN,Indianapolis,39.795998,-86.169223,Indiana
16,IN,Indianapolis,39.736169,-86.161743,Indiana
17,CT,Hartford,41.736894,-72.660257,Connecticut
18,LA,Baton Rouge,30.471166,-91.087975,Louisiana
19,OH,Garfield Heights,41.414089,-81.615521,Ohio
20,NM,Santa Fe,35.65758,-105.993406,New Mexico
21,KS,Overland Park,38.966292,-94.715917,Kansas
22,ID,Boise,43.599179,-116.276042,Idaho
23,ID,Pocatello,42.949867,-112.468069,Idaho
24,ID,Idaho Falls,43.509729,-112.007445,Idaho
25,ID,Nampa,43.615117,-116.618458,Idaho
26,ID,Boise,43.559171,-116.241498,Idaho
27,KS,Topeka,39.058754,-95.667854,Kansas
28,MO,St. Louis,38.598601,-90.323574,Missouri
29,NY,Brentwood,40.785664,-73.219818,New York
30,NY,Hicksville,40.766799,-73.509603,New York
31,TX,Irving,32.817883,-96.988716,Texas
32,TX,Dallas,32.76662,-96.807086,Texas
33,TX,Garland,32.89683,-96.68401,Texas
34,UT,West Jordan,40.599413,-111.993532,Utah
35,UT,Salt Lake City,40.764976,-111.922291,Utah
36,UT,Salt Lake City,40.767168,-111.921952,Utah
37,UT,Salt Lake City,40.703021,-111.922753,Utah
38,UT,Logan,41.734633,-111.861488,Utah
39,UT,Price,39.586805,-110.813433,Utah
40,UT,Richfield,38.786621,-112.084147,Utah
41,UT,Cedar City,37.69344,-113.094441,Utah
42,AL,Mobile,30.689832,-88.108861,Alabama
43,MN,Minneapolis,44.891455,-93.285766,Minnesota
44,NE,Omaha,41.235148,-96.011954,Nebraska
45,CO,Castle Rock,39.407087,-104.872002,Colorado
46,CO,Denver,39.83765604691739,-104.6805,Colorado
47,NY,Menands,42.667569,-73.739345,New York
48,OR,Portland,45.562809,-122.537882,Oregon
49,OR,Portland,45.46966,-122.567129,Oregon
50,OR,Salem,44.971345,-123.029369,Oregon
51,OK,Oklahoma City,35.473122,-97.551807,Oklahoma
52,OK,Oklahoma City,35.455709,-97.585311,Oklahoma
53,OK,Oklahoma City,35.520864,-97.51313,Oklahoma
54,OK,Oklahoma City,35.406042,-97.503367,Oklahoma
55,OK,Ardmore,34.185103,-97.107574,Oklahoma
56,OK,Enid,36.393246,-97.942055,Oklahoma
57,OK,Sand Springs,36.084708,-96.13021,Oklahoma
58,OK,Stroud,35.751753,-96.689896,Oklahoma
59,OK,Tulsa,36.13876,-95.911286,Oklahoma
60,OK,Tulsa,36.180333,-95.890286,Oklahoma
61,OK,Tulsa,36.110572,-96.003683,Oklahoma
62,OK,Muskogee,35.740689,-95.396141,Oklahoma
63,OK,Ponca City,36.730008,-97.093765,Oklahoma
64,OK,Shawnee,35.346744,-96.930096,Oklahoma
65,PA,Phoenixville,40.125753,-75.536518,Pennsylvania
66,PA,Plymouth Meeting,40.080572,-75.252389,Pennsylvania
67,CA,Grass Valley,39.20062,-121.062126,California
68,CA,San Ramon,37.773172,-121.968239,California
69,CA,Santa Cruz,36.969267,-121.999295,California
70,CA,Bakersfield,35.317617,-119.039048,California
71,CA,Clovis,36.837226,-119.688819,California
72,CA,Fresno,36.72136,-119.761165,California
73,CA,Salinas,36.67217,-121.641106,California
74,CA,San Carlos,37.51689164917228,-122.2624653462799,California
75,CA,San Francisco,37.761127,-122.41383,California
76,CA,Concord,37.956072,-122.028697,California
77,CA,Hayward,37.642339,-122.117821,California
78,CA,Richmond,37.916909,-122.344036,California
79,CA,San Rafael,37.951236,-122.499682,California
80,CA,Cupertino,37.335646,-122.021398,California
81,CA,San Jose,37.335663,-121.907088,California
82,CA,Stockton,37.990624,-121.283787,California
83,CA,Santa Rosa,38.428592,-122.766929,California
84,CA,Auburn,38.888863,-121.074465,California
85,CA,Davis,38.545155,-121.731878,California
86,CA,Sacramento,38.568857,-121.470192,California
87,CA,Sacramento,38.52681700136836,-121.39041881135748,California
88,CA,Anderson,40.443169,-122.306738,California
89,FL,Milton,30.633284,-87.041286,Florida
90,FL,Orlando,28.545239,-81.38651,Florida
91,FL,North Miami Beach,25.920799,-80.15665,Florida
92,SC,Greenville,34.829494,-82.310005,South Carolina
93,NC,Raleigh,35.860856,-78.594331,North Carolina
94,CA,Chula Vista,32.631042,-117.057953,California
95,CA,Chula Vista,32.59578,-117.054443,California
96,CA,Carlsbad,33.13411446156775,-117.3323436878052,California
97,CA,Oceanside,33.212501,-117.352552,California
98,CA,Poway,32.978339,-117.034924,California
99,CA,San Diego,32.876295,-117.166362,California
100,CA,San Diego,32.833537,-117.132811,California
101,CA,San Diego,32.824786,-117.157551,California
102,CA,Moreno Valley,33.862772,-117.234706,California
103,CA,Los Angeles,34.056631,-118.220154,California
104,CA,Santa Monica,34.030601,-118.465876,California
105,CA,Whittier,34.025657,-118.031019,California
106,CA,Pico Rivera,33.968221,-118.109093,California
107,CA,Los Angeles,33.758315,-118.293979,California
108,CA,Sun Valley,34.256511,-118.391859,California
109,CA,Los Angeles,34.209219,-118.496403,California
110,CA,Covina,34.091688,-117.87986,California
111,CA,Chatsworth,34.2370197786977,-118.597759390213,California
112,CA,Diamond Bar,34.001326,-117.830482,California
113,CA,Thousand Palms,33.812361,-116.395444,California
114,CA,Riverside,33.971694,-117.371722,California
115,CA,Garden Grove,33.778966,-118.007908,California
116,CA,Garden Grove,33.764643,-117.924497,California
117,CA,Irvine,33.676026,-117.764558,California
118,CA,Oxnard,34.191405,-119.161215,California
119,CA,San Luis Obispo,35.254197,-120.670939,California
120,AR,Fort Smith,35.362213,-94.375338,Arkansas
121,TX,El Paso,31.757486,-106.495036,Texas
122,AZ,Phoenix,33.41957,-112.105877,Arizona
123,AZ,Scottsdale,33.569437,-111.882019,Arizona
124,AZ,Tucson,32.167149,-110.919046,Arizona
125,AZ,Tucson,32.175788,-110.9574,Arizona
126,NV,North Las Vegas,36.220567,-115.125553,Nevada
127,VA,Norfolk,36.864044,-76.217318,Virginia
128,VA,Newport News,37.083023,-76.463112,Virginia
129,MD,Derwood,39.132781,-77.172278,Maryland
130,WA,Pullman,46.72815,-117.105,Washington
131,WA,Spokane,47.671791,-117.389731,Washington
132,WA,Clarkston,46.421726,-117.060257,Washington
133,TN,Memphis,35.166531,-89.972823,Tennessee
134,CA,Gardena,33.859921,-118.281006,California
135,CA,Los Angeles,33.941383,-118.377866,California
136,NY,Garden City,40.72954,-73.6075,New York
137,MD,Derwood,39.12915713274186,-77.16913057937623,Maryland
138,OK,Okmulgee,35.602719,-95.962047,Oklahoma
139,AZ,Phoenix,33.6013089,-112.1419547,Arizona
140,GA,Atlanta,33.789934,-84.441488,Georgia
141,CA,Chico,39.710548,-121.812671,California
142,CA,Vacaville,38.3509,-121.977342,California
143,CA,Davis,38.53261231120132,-121.7597961521149,California
144,CA,Indio,33.714919,-116.211564,California
145,CA,Downey,33.932994,-118.119479,California
146,CA,Anaheim,33.801121,-117.889388,California
147,CA,San Bernardino,34.108647,-117.325532,California
148,CA,Compton,33.899899,-118.207088,California
149,CA,Riverside,33.979964,-117.321031,California
150,CA,Ontario,34.047068,-117.634077,California
151,CA,Anaheim,33.823629,-117.904653,California
152,CA,Palm Springs,33.823151,-116.508135,California
153,CA,Alhambra,34.082264,-118.108702,California
154,CA,Twentynine Palms,34.2019,-116.045,California
155,NE,Lincoln,40.856204,-96.717819,Nebraska
156,NE,Lincoln,40.811394,-96.699689,Nebraska
157,NE,Grand Island,40.91701,-98.379743,Nebraska
158,SD,Watertown,44.904113,-97.130798,South Dakota
159,SD,Madison,44.00769,-97.146785,South Dakota
160,NE,Lincoln,40.762848,-96.701622,Nebraska
161,IA,Ames,42.034894,-93.575925,Iowa
162,IA,West Burlington,40.825493,-91.208355,Iowa
163,MO,Jefferson City,38.588189,-92.255887,Missouri
164,SD,Rapid City,44.103769,-103.14969,South Dakota
165,CA,Sun Valley,34.2483191527193,-118.3879713743439,California
166,CA,Los Angeles,34.066801,-118.227605,California
167,AZ,Phoenix,33.42027,-112.106234,Arizona
168,TX,El Paso,31.757486,-106.495036,Texas
169,CA,Los Angeles,33.941974,-118.420055,California
170,IL,Bloomington,40.453057,-88.96696,Illinois
171,MN,Mankato,44.18791,-94.012676,Minnesota
172,AZ,Phoenix,33.49857,-112.145787,Arizona
173,CA,Hanford,36.301205,-119.654857,California
174,CA,Ontario,34.042311,-117.584572,California
175,CA,Tulare,36.169487,-119.338155,California
176,CO,Denver,39.843538,-104.7096952,Colorado
177,OR,Hillsboro,45.538064,-122.887453,Oregon
178,MN,Rochester,44.066369,-92.503307,Minnesota
179,OK,Broken Arrow,36.023112,-95.786303,Oklahoma
180,IL,Rockford,42.223132,-89.027541,Illinois
181,MN,Minneapolis,44.974073,-93.251026,Minnesota
182,CT,Norwich,41.527246,-72.064419,Connecticut
183,TX,Dallas,32.723948,-96.893853,Texas
184,OK,Norman,35.225601,-97.458827,Oklahoma
185,OK,Pauls Valley,34.707522,-97.242035,Oklahoma
186,OK,Davenport,35.7140876,-96.7681766,Oklahoma
187,OK,Sapulpa,35.993424,-96.127984,Oklahoma
188,OK,Durant,33.992864,-96.381442,Oklahoma
189,PA,Ardmore,40.008558,-75.280726,Pennsylvania
190,IL,Springfield,39.792275,-89.642936,Illinois
191,AZ,Phoenix,33.42027,-112.106234,Arizona
192,CA,Victorville,34.508713,-117.332343,California
193,CA,Auburn,38.935741,-121.103591,California
194,CA,Bakersfield,35.391836,-119.025602,California
195,CA,Martinez,38.001646,-122.072536,California
196,CA,Roseville,38.729924,-121.316844,California
197,CA,Sacramento,38.481677,-121.39277,California
198,CA,Fountain Valley,33.691565,-117.939438,California
199,CA,El Monte,34.074496,-118.030858,California
200,CA,Whittier,33.954901,-118.045014,California
201,CA,Santa Barbara,34.421443,-119.684178,California
202,CA,Reedley,36.590599,-119.4258,California
203,CA,Delano,35.75191,-119.240762,California
204,CA,Simi Valley,34.285896,-118.810731,California
205,CA,San Diego,32.705788,-117.149884,California
206,MI,Detroit,42.392613,-83.177738,Michigan
207,MO,Jefferson City,38.549973,-92.149117,Missouri
208,ND,Bismarck,46.823993,-100.774849,North Dakota
209,WI,Elkhorn,42.660919,-88.522923,Wisconsin
210,TX,Amarillo,35.267353,-101.885391,Texas
211,ME,Caribou,46.842162,-68.009825,Maine
212,CT,South Norwalk,41.082789,-73.429554,Connecticut
213,NJ,West Orange,40.782618,-74.232109,New Jersey
214,NJ,Lodi,40.875277,-74.070034,New Jersey
215,NY,Monticello,41.651953,-74.672938,New York
216,NY,Buffalo,42.86010820483981,-78.85922572883605,New York
217,PA,Williamstown,40.572305,-76.647804,Pennsylvania
218,MD,Federalsburg,38.71499248848763,-75.7876069656067,Maryland
219,VA,Richmond,37.419674,-77.501414,Virginia
220,NC,Winston-Salem,36.0781916,-80.2401848,North Carolina
221,NC,Greensboro,36.040371,-79.77377,North Carolina
222,NC,Belmont,35.250341,-81.055212,North Carolina
223,NC,Clinton,34.99191447235952,-78.35319889682006,North Carolina
224,SC,Union,34.795094,-81.480821,South Carolina
225,GA,Cartersville,34.231469,-84.855059,Georgia
226,GA,Sharpsburg,33.330208,-84.696877,Georgia
227,GA,Atlanta,33.795583,-84.416951,Georgia
228,GA,Oakwood,34.25143680939097,-83.89017841468046,Georgia
229,FL,High Springs,29.815293,-82.604314,Florida
230,FL,Jacksonville,30.314705,-81.576634,Florida
231,FL,Orlando,28.568905,-81.232029,Florida
232,AL,Eufaula,31.91202187551444,-85.15031842460633,Alabama
233,AL,Anniston,33.65029673045481,-85.82958337301636,Alabama
234,AL,Piedmont,33.921589,-85.620314,Alabama
235,AL,Roanoke,33.136025,-85.362562,Alabama
236,AL,Wedowee,33.3315279279969,-85.47636822090146,Alabama
237,AL,Opelika,32.613832,-85.371078,Alabama
238,MS,Starkville,33.44524,-88.84445,Mississippi
239,MS,Taylorsville,31.730092,-89.428718,Mississippi
240,MS,Newton,32.332444,-89.153519,Mississippi
241,MS,Quitman,32.044212,-88.728494,Mississippi
242,MS,Waynesboro,31.66404964266901,-88.62845545634462,Mississippi
243,MS,Gulfport,30.387011,-89.092705,Mississippi
244,MS,Tylertown,31.125255,-90.105773,Mississippi
245,KY,Bowling Green,36.96700673178476,-86.47675713757324,Kentucky
246,OH,Swanton,41.599915,-83.793113,Ohio
247,OH,Akron,41.021243,-81.527391,Ohio
248,OH,Sidney,40.28805210000001,-84.1853395,Ohio
249,OH,Dayton,39.801785,-84.119562,Ohio
250,IN,Indianapolis,39.686648,-86.191362,Indiana
251,IN,Elkhart,41.703187,-85.999989,Indiana
252,IN,Greenville,38.370905,-85.982061,Indiana
253,IN,Nashville,39.199057,-86.136206,Indiana
254,MI,Southgate,42.212961,-83.224188,Michigan
255,MI,Kawkawlin,43.6636158,-83.9491356,Michigan
256,MI,Mt. Pleasant,43.6133762,-84.786947,Michigan
257,MI,Vestaburg,43.40755,-84.914344,Michigan
258,MI,Decatur,41.99585,-86.107303,Michigan
259,MI,Morenci,41.722923,-84.195908,Michigan
260,MI,Cedar Springs,43.209511,-85.552336,Michigan
261,IA,Story City,42.18877,-93.600452,Iowa
262,IA,Sheldon,43.184578,-95.854432,Iowa
263,IA,Red Oak,41.016931,-95.233166,Iowa
264,IA,Cedar Rapids,41.963999,-91.679774,Iowa
265,WI,McFarland,43.037844,-89.300987,Wisconsin
266,WI,Madison,43.079008,-89.309455,Wisconsin
267,WI,Adams,43.951709,-89.818179,Wisconsin
268,WI,Beaver Dam,43.45333162313355,-88.80594289999884,Wisconsin
269,WI,Roberts,44.991768,-92.546966,Wisconsin
270,WI,Osceola,45.32144921347732,-92.6848171983948,Wisconsin
271,WI,Antigo,45.154349,-89.148964,Wisconsin
272,WI,Marshfield,44.655065,-90.184604,Wisconsin
273,WI,Rhinelander,45.633577,-89.416625,Wisconsin
274,WI,Ashland,46.578846,-90.906851,Wisconsin
275,WI,Rice Lake,45.511284,-91.740166,Wisconsin
276,MN,Minneapolis,45.026438,-93.283182,Minnesota
277,MN,Morris,45.590137,-95.917661,Minnesota
278,SD,Milbank,45.21913,-96.64383,South Dakota
279,SD,Chamberlain,43.786315,-99.312377,South Dakota
280,SD,Huron,44.36473,-98.22608,South Dakota
281,SD,Aberdeen,45.457279,-98.478615,South Dakota
282,SD,Britton,45.79104112844835,-97.7502327989502,South Dakota
283,SD,Eagle Butte,45.007628,-101.245195,South Dakota
284,ND,Valley City,46.923661,-98.015913,North Dakota
285,ND,Cavalier,48.7928412,-97.6370211,North Dakota
286,ND,New Town,47.979019,-102.48899,North Dakota
287,MT,Gardiner,45.031836,-110.708081,Montana
288,MT,Laurel,45.672305,-108.761506,Montana
289,MT,Deer Lodge,46.397091,-112.735401,Montana
290,MT,Shelby,48.509598,-111.864547,Montana
291,MT,Malta,48.363671,-107.878595,Montana
292,MT,Kalispell,48.208824,-114.292362,Montana
293,IL,Roberts,40.61440510357647,-88.1762632023773,Illinois
294,IL,Aledo,41.200666,-90.74496,Illinois
295,IL,Galesburg,40.932053,-90.375206,Illinois
296,IL,Rantoul,40.316843,-88.157041,Illinois
297,IL,Hardin,39.158963,-90.617327,Illinois
298,IL,Swansea,38.52876561460776,-89.98474233862305,Illinois
299,IL,Breese,38.610698,-89.534246,Illinois
300,IL,Mt. Vernon,38.315898,-88.971133,Illinois
301,IL,Carbondale,37.738458,-89.215318,Illinois
302,MO,Dearborn,39.52303767592813,-94.77279966983644,Missouri
303,MO,St. Joseph,39.7070711,-94.878437,Missouri
304,MO,Chillicothe,39.793464,-93.543136,Missouri
305,MO,Cuba,38.07116,-91.410484,Missouri
306,KS,Belleville,39.837643,-97.630972,Kansas
307,KS,Newton,38.0867512564151,-97.34512833544312,Kansas
308,KS,Salina,38.849542,-97.612219,Kansas
309,KS,Hutchinson,38.053947,-97.911312,Kansas
310,KS,South Hutchinson,38.037489,-97.940849,Kansas
311,KS,Liberal,37.019411,-100.919019,Kansas
312,NE,Ashland,41.0376048,-96.3589001,Nebraska
313,NE,Lexington,40.774991,-99.732302,Nebraska
314,NE,Hastings,40.582327,-98.359981,Nebraska
315,NE,Benkelman,40.05967708751021,-101.53354462824852,Nebraska
316,LA,Winnsboro,32.155722,-91.713832,Louisiana
317,AR,Star City,33.955851,-91.842242,Arkansas
318,AR,Lewisville,33.357971,-93.602332,Arkansas
319,AR,Nashville,33.952395,-93.871315,Arkansas
320,AR,Mena,34.568008,-94.256164,Arkansas
321,AR,Perryville,35.013763,-92.798412,Arkansas
322,AR,Searcy,35.240358,-91.690837,Arkansas
323,AR,Pocahontas,36.280519,-90.949528,Arkansas
324,OK,Oklahoma City,35.376575,-97.441963,Oklahoma
325,OK,Canute,35.421938,-99.288447,Oklahoma
326,OK,Stillwater,36.084812,-97.051949,Oklahoma
327,OK,Muskogee,35.787229,-95.401368,Oklahoma
328,TX,Dallas,32.684726,-96.73629,Texas
329,TX,Paris,33.72243338857327,-95.54908107669064,Texas
330,TX,Atlanta,33.095005,-94.226198,Texas
331,TX,Bullard,32.182469,-95.345249,Texas
332,TX,Palestine,31.702799,-95.719888,Texas
333,TX,Springtown,32.961542,-97.677806,Texas
334,TX,Burleson,32.570292,-97.3177,Texas
335,TX,Bowie,33.578747,-97.81708,Texas
336,TX,Gainesville,33.642159,-97.16037,Texas
337,TX,Rockdale,30.66941419231348,-96.98020609867253,Texas
338,TX,Hillsboro,32.016107,-97.13037,Texas
339,TX,Waco,31.535157,-97.119669,Texas
340,TX,Coleman,31.85732347958391,-99.4066120674591,Texas
341,TX,Mason,30.7398924,-99.2195941,Texas
342,TX,San Angelo,31.568255,-100.570259,Texas
343,TX,Damon,29.290569,-95.734392,Texas
344,TX,Madisonville,30.92874260460273,-95.95660679496768,Texas
345,TX,Sinton,27.995178,-97.544281,Texas
346,TX,Fredericksburg,30.25599,-98.890452,Texas
347,TX,Uvalde,29.226503,-99.758699,Texas
348,TX,Fritch,35.675527,-101.579864,Texas
349,TX,Muleshoe,34.232828,-102.721077,Texas
350,TX,Slaton,33.450685,-101.653858,Texas
351,TX,Anson,32.780632,-99.8945251,Texas
352,TX,Rule,33.1834977,-99.8840766,Texas
353,TX,Odessa,31.86908,-102.416824,Texas
354,TX,El Paso,31.722301,-106.308406,Texas
355,CO,Denver,39.81266058734703,-104.9960954563446,Colorado
356,CO,Pine,39.462523,-105.400158,Colorado
357,CO,Brighton,39.973357,-104.823485,Colorado
358,CO,Divide,38.951592,-105.157543,Colorado
359,CO,Colorado Springs,38.836518,-104.76244,Colorado
360,CO,Fowler,38.13086056711894,-104.0226081349182,Colorado
361,CO,Lamar,38.095652,-102.619371,Colorado
362,CO,Gunnison,38.565785,-106.924165,Colorado
363,WY,Casper,42.852002,-106.269439,Wyoming
364,WY,Newcastle,43.846907,-104.268992,Wyoming
365,WY,Gillette,44.296893,-105.475974,Wyoming
366,WY,Sheridan,44.825799,-106.959505,Wyoming
367,WY,Rock Springs,41.618008,-109.235771,Wyoming
368,ID,Malad,42.184313,-112.247078,Idaho
369,ID,Rupert,42.648844,-113.629412,Idaho
370,ID,Idaho Falls,43.514414,-112.022525,Idaho
371,ID,Driggs,43.684571,-111.111656,Idaho
372,ID,Salmon,45.175768,-113.893493,Idaho
373,ID,Lewiston,46.436761,-116.965818,Idaho
374,ID,Caldwell,43.668526,-116.78119,Idaho
375,UT,Richfield,38.75449,-112.086348,Utah
376,AZ,Tucson,32.283407,-111.017134,Arizona
377,NM,Tijeras,35.094774,-106.272415,New Mexico
378,NM,Santa Fe,35.638489,-106.018234,New Mexico
379,NM,Deming,32.281686,-107.761668,New Mexico
380,NM,Lovington,32.965796,-103.344952,New Mexico
381,NM,Alamogordo,32.946921,-105.96894,New Mexico
382,CA,Lake Forest,33.615471,-117.7076,California
383,CA,Garden Grove,33.778977,-118.001197,California
384,CA,Visalia,36.33042928891792,-119.2785736243286,California
385,CA,Patterson,37.475136,-121.131276,California
386,CA,Concord,38.00326,-122.048376,California
387,CA,Willits,39.392957,-123.348474,California
388,CA,Petaluma,38.236513,-122.629384,California
389,CA,Willows,39.514701,-122.194928,California
390,OR,Tigard,45.446897,-122.784312,Oregon
391,WA,Burlington,48.461001,-122.335019,Washington
392,WA,Oak Harbor,48.291006,-122.657044,Washington
393,WA,Sequim,48.075004,-123.107255,Washington
394,WA,Twisp,48.360131,-120.117777,Washington
395,WA,Yakima,46.592964,-120.509003,Washington
396,WA,Yakima,46.579372,-120.458565,Washington
397,WA,Grandview,46.252991,-119.881263,Washington
398,WA,Colville,48.548298,-117.908425,Washington
399,WA,Spokane Valley,47.664424,-117.321485,Washington
400,MA,East Freetown,41.7571537,-70.9465365,Massachusetts
401,SC,Easley,34.80149148296961,-82.51188388360595,South Carolina
402,GA,Bowdon,33.560932,-85.225441,Georgia
403,GA,LaGrange,33.01729,-85.098307,Georgia
404,FL,Pensacola,30.460683,-87.295092,Florida
405,AL,Talladega,33.437911000000014,-86.10236337168885,Alabama
406,AL,Eufaula,31.881609,-85.152382,Alabama
407,AL,Mobile,30.697377,-88.22662,Alabama
408,TN,Elizabethton,36.3486529,-82.2143018,Tennessee
409,MS,Crystal Springs,32.005806,-90.342199,Mississippi
410,MT,Billings,45.741552,-108.582694,Montana
411,MO,Joplin,37.093069,-94.512863,Missouri
412,KS,Kansas City,39.050218,-94.640583,Kansas
413,NE,Filley,40.285106,-96.535164,Nebraska
414,AR,North Little Rock,34.763224,-92.289345,Arkansas
415,TX,Grand Prairie,32.77585,-97.053607,Texas
416,TX,Vernon,34.151769,-99.262943,Texas
417,TX,San Antonio,29.3522,-98.464639,Texas
418,TX,Del Rio,29.410893,-100.904433,Texas
419,TX,Columbus,29.706566,-96.551993,Texas
420,TX,Pampa,35.526296,-100.972708,Texas
421,TX,Socorro,31.628537,-106.248079,Texas
422,CO,Lakewood,39.735897,-105.060692,Colorado
423,ID,Arco,43.631949,-113.30613,Idaho
424,CA,Gardena,33.875777,-118.278709,California
425,CA,Placentia,33.865219,-117.875765,California
426,CA,Lancaster,34.721923,-118.140984,California
427,CA,Oakhurst,37.350869,-119.641645,California
428,CA,Fresno,36.696968,-119.783754,California
429,CA,San Jose,37.286649,-121.844374,California
430,CA,Woodland,38.676681,-121.731397,California
431,WA,Marysville,48.111625,-122.186364,Washington
432,GA,Blue Ridge,34.876234,-84.309163,Georgia
433,SC,Batesburg,33.914126,-81.5314408,South Carolina
434,FL,Jupiter,26.937886,-80.094297,Florida
435,FL,Englewood,26.932957,-82.31324,Florida
436,MI,Imlay City,43.050163,-83.111736,Michigan
437,IA,Iowa City,41.62751,-91.569853,Iowa
438,MN,Askov,46.18898886311913,-92.7807638981476,Minnesota
439,MN,Belle Plaine,44.623582,-93.753637,Minnesota
440,ND,Wilton,47.154867,-100.79075,North Dakota
441,IL,Machesney Park,42.371222,-89.032441,Illinois
442,IL,Quincy,39.956612,-91.394737,Illinois
443,MO,Kahoka,40.420192,-91.720598,Missouri
444,MO,Kirksville,40.241788,-92.585086,Missouri
445,KS,Junction City,38.998584,-96.865395,Kansas
446,KS,Colby,39.347914,-101.055265,Kansas
447,NE,Clarks,41.21643709999676,-97.83636598894913,Nebraska
448,OK,Oklahoma City,35.5468031,-97.5147226,Oklahoma
449,OK,Ponca City,36.656971,-97.073886,Oklahoma
450,TX,Houston,29.85035,-95.52508,Texas
451,TX,Huntsville,30.747585,-95.629913,Texas
452,NM,Las Vegas,35.582444,-105.218364,New Mexico
453,AZ,Springerville,34.13307941990087,-109.2807488637543,Arizona
454,NM,Quemado,34.34325820822937,-108.5081267314911,New Mexico
455,NM,Ruidoso Downs,33.3264625,-105.6196533,New Mexico
456,CA,Nevada City,39.245706,-121.029189,California
457,CA,Weaverville,40.71896,-122.928227,California
458,WA,Ferndale,48.845847,-122.574109,Washington
459,WA,Ferndale,48.836361,-122.56902,Washington
460,WA,Snohomish,47.847339,-122.119043,Washington
461,WA,Kettle Falls,48.608837,-118.031363,Washington
462,WA,Spokane,47.661336,-117.347683,Washington
463,WI,Sayner,45.984409,-89.529054,Wisconsin
464,MT,Dillon,45.228358,-112.62784,Montana
465,NV,Elko,40.835661,-115.752194,Nevada
466,SD,Rapid City,44.077086,-103.183857,South Dakota
467,WI,Oconto,44.89698059887583,-87.88160905158998,Wisconsin
468,IL,Carlinville,39.279495,-89.888411,Illinois
469,KS,Luray,39.118833,-98.693971,Kansas
470,CA,Tustin,33.726848,-117.833643,California
471,UT,Tremonton,41.711475,-112.187957,Utah
472,OR,McMinnville,45.225424,-123.184738,Oregon
473,KS,Erie,37.522545,-95.270816,Kansas
474,KS,Lebanon,39.812503,-98.56008,Kansas
475,KS,Osborne,39.449274,-98.695114,Kansas
476,MI,Gulliver,45.9914557,-86.0175803,Michigan
477,MI,Lake Leelanau,44.983234,-85.719574,Michigan
478,MI,Marlette,43.341216,-83.08443,Michigan
479,MI,Newberry,46.3034263,-85.4863344,Michigan
480,RI,Middletown,41.517681,-71.305281,Rhode Island
481,MA,West Wareham,41.8029293,-70.7709222,Massachusetts
482,NH,Newmarket,43.089603,-70.933188,New Hampshire
483,OK,Boise City,36.725918,-102.482411,Oklahoma
484,NM,Moriarty,35.018483,-106.084703,New Mexico
485,NM,Grants,35.144611,-107.872896,New Mexico
486,NM,Moriarty,35.01223514894229,-106.0423094735413,New Mexico
487,NM,Moriarty,35.018839,-106.084812,New Mexico
488,NM,Gallup,35.505835,-108.829674,New Mexico
489,NM,Caballo,32.952961956066154,-107.3122785092621,New Mexico
490,NM,Las Cruces,32.300976,-106.814255,New Mexico
491,NM,Chaparral,32.033972,-106.409135,New Mexico
492,NM,Silver City,32.783081,-108.267395,New Mexico
493,NM,Clovis,34.405169,-103.257604,New Mexico
494,NM,Carlsbad,32.387567,-104.221634,New Mexico
495,NM,Alamogordo,32.960426,-105.975998,New Mexico
496,AZ,Payson,34.09329711000562,-111.3546201693115,Arizona
497,MI,Traverse City,44.737338,-85.607314,Michigan
498,MI,Benzonia,44.59478339901589,-86.10021258993527,Michigan
499,MO,Branson,36.69915905170416,-93.2215546772461,Missouri
500,MO,Hannibal,39.684059,-91.397578,Missouri
501,MO,Joplin,37.084163,-94.486526,Missouri
502,MO,Savannah,39.946513,-94.822289,Missouri
503,MO,Valley Park,38.553231,-90.488857,Missouri
504,TX,El Paso,31.909546,-106.402658,Texas
505,CA,Salinas,36.69898308269769,-121.6515856233482,California
506,CA,Hanford,36.323778,-119.627095,California
507,ID,Post Falls,47.710993,-116.913877,Idaho
508,MI,Benzonia,44.589747,-86.100559,Michigan
509,WA,Marysville,48.11959,-122.172864,Washington
510,MN,Columbia Heights,45.036651,-93.246789,Minnesota
511,MN,Bloomington,44.851239,-93.287848,Minnesota
512,SC,Ladson,33.008394,-80.087471,South Carolina
513,SC,Trenton,33.655139,-81.895527,South Carolina
514,AL,Huntsville,34.773256,-86.571778,Alabama
515,MS,Belzoni,33.17851828015304,-90.49115910185242,Mississippi
516,WI,Wausau,44.95433,-89.662766,Wisconsin
517,SD,Pierre,44.37086,-100.36133,South Dakota
518,ND,Fessenden,46.659132,-99.353099,North Dakota
